CustomerID,Gender,Age,AnnualIncome,SpendingScore,TransactionsPerMonth,RecencyDays,City
1480,Female,59,134889,37,5,26,Kolkata
1481,Male,40,42943,83,29,176,Delhi
1482,Male,69,107051,27,34,176,Chennai
1483,Female,69,115155,76,5,13,Bengaluru
1484,Male,21,82860,67,29,158,Hyderabad
1485,Male,55,119668,68,24,224,Mumbai
1486,Male,21,86287,47,39,225,Mumbai
1487,Male,22,131541,75,21,194,Kolkata
1488,Male,58,133012,34,32,125,Chennai
1489,Male,61,125849,18,5,7,Chennai
1490,Male,40,90880,35,18,312,Mumbai
1491,Male,57,53973,18,38,286,Kolkata
1492,Male,54,95048,70,35,238,Bengaluru
1493,Male,28,56655,34,38,55,Mumbai
1494,Female,28,119634,33,16,218,Kolkata
1495,Female,30,94158,72,35,217,Bengaluru
1496,Male,31,84177,84,24,170,Delhi
1497,Female,25,79509,84,36,6,Chennai
1498,Female,42,142207,43,5,264,Kolkata
1499,Male,35,122987,82,9,329,Bengaluru
1500,Male,68,80461,27,4,128,Mumbai
1501,Male,61,38658,48,33,75,Delhi
1502,Female,61,142211,69,27,216,Mumbai
1503,Female,35,56133,71,22,326,Kolkata
1504,Male,27,103183,22,11,40,Delhi
1505,Male,24,145275,34,5,184,Hyderabad
1506,Male,67,40620,43,10,80,Delhi
1507,Female,61,57067,77,3,273,Kolkata
1508,Female,31,89269,96,15,344,Bengaluru
1509,Female,32,49675,88,37,296,Hyderabad
1510,Female,33,87201,16,17,104,Kolkata
1511,Male,19,20860,14,20,314,Delhi
1512,Male,47,135532,39,4,347,Delhi
1513,Male,47,47618,71,34,310,Bengaluru
1514,Male,35,47916,12,34,9,Chennai
1515,Female,48,149336,84,31,307,Chennai
1516,Female,61,97217,97,34,138,Kolkata
1517,Male,65,144818,55,3,49,Kolkata
1518,Male,30,102056,6,28,158,Chennai
1519,Female,37,107667,40,37,265,Hyderabad
1520,Male,66,42878,91,29,174,Kolkata
1521,Female,67,96960,13,15,282,Chennai
1522,Male,52,58554,69,36,192,Hyderabad
1523,Male,40,46796,24,35,162,Chennai
1524,Male,59,29345,74,10,227,Bengaluru
1525,Male,50,81518,59,17,128,Hyderabad
1526,Male,55,143858,46,30,27,Chennai
1527,Male,52,143448,96,8,84,Mumbai
1528,Male,68,113022,73,23,216,Chennai
1529,Female,53,42584,99,19,169,Mumbai
1530,Female,37,112522,44,37,83,Mumbai
1531,Female,20,31598,76,36,18,Delhi
1532,Female,25,93861,11,4,306,Kolkata
1533,Female,57,38445,61,26,299,Chennai
1534,Male,49,122682,36,27,41,Delhi
1535,Male,46,63813,72,13,360,Delhi
1536,Female,24,23730,10,34,18,Hyderabad
1537,Male,19,31684,78,33,189,Mumbai
1538,Female,38,77470,94,26,200,Delhi
1539,Female,23,124426,1,20,356,Chennai
1540,Male,45,54563,63,8,53,Bengaluru
1541,Male,65,30041,12,16,80,Chennai
1542,Male,59,73465,5,5,309,Mumbai
1543,Female,53,93723,78,34,269,Hyderabad
1544,Male,49,81320,36,27,282,Chennai
1545,Female,62,123144,17,36,112,Chennai
1546,Female,59,52624,58,4,90,Kolkata
1547,Female,63,96455,22,7,247,Delhi
1548,Male,26,23726,31,37,56,Kolkata
1549,Male,28,146440,26,36,341,Chennai
1550,Female,40,117252,13,24,189,Mumbai
1551,Male,67,118563,63,15,149,Bengaluru
1552,Male,28,70393,67,6,264,Delhi
1553,Male,66,21843,63,26,225,Chennai
1554,Female,19,74929,11,26,192,Bengaluru
1555,Female,20,78856,69,25,328,Chennai
1556,Male,28,85460,64,33,70,Hyderabad
1557,Female,67,33754,68,3,6,Mumbai
1558,Male,52,147074,32,9,22,Hyderabad
1559,Male,32,48853,74,37,174,Delhi
1560,Male,60,79560,10,38,95,Bengaluru
1561,Male,28,87816,54,30,189,Hyderabad
1562,Female,48,111067,55,27,318,Chennai
1563,Female,45,115324,82,13,69,Hyderabad
1564,Female,45,93332,62,23,86,Kolkata
1565,Male,49,24567,55,3,57,Bengaluru
1566,Male,42,115747,87,23,112,Chennai
1567,Male,37,94836,82,35,153,Delhi
1568,Female,45,82118,35,24,329,Hyderabad
1569,Male,42,78886,67,37,153,Mumbai
1570,Female,28,77724,65,12,93,Bengaluru
1571,Female,36,52150,17,20,161,Mumbai
1572,Female,45,86791,42,18,363,Kolkata
1573,Female,18,145178,59,7,8,Chennai
1574,Female,22,117364,70,26,360,Mumbai
1575,Female,27,26462,11,12,120,Bengaluru
1576,Male,59,128736,78,34,141,Bengaluru
1577,Male,63,103578,28,32,317,Mumbai
1578,Female,51,47560,39,30,240,Mumbai
1579,Female,53,104568,54,2,117,Chennai
1580,Male,19,133246,11,8,114,Mumbai
1581,Female,35,97686,58,33,361,Bengaluru
1582,Female,30,23371,40,30,27,Kolkata
1583,Male,68,105349,4,28,310,Kolkata
1584,Female,22,144460,64,13,289,Mumbai
1585,Female,37,74012,48,24,223,Delhi
1586,Female,19,93156,70,33,156,Bengaluru
1587,Male,28,22932,83,5,213,Bengaluru
1588,Male,47,41470,31,6,180,Chennai
1589,Male,49,29778,2,4,285,Chennai
1590,Female,49,43033,43,34,93,Hyderabad
1591,Female,67,30304,89,29,189,Chennai
1592,Male,55,146517,41,21,244,Delhi
1593,Female,45,93655,60,26,329,Chennai
1594,Female,27,132861,75,32,317,Hyderabad
1595,Female,39,147441,46,22,150,Bengaluru
1596,Female,34,34407,40,14,200,Chennai
1597,Female,39,90519,59,34,313,Hyderabad
1598,Male,60,22521,45,37,45,Chennai
1599,Female,36,146631,42,1,81,Chennai
1600,Male,34,104622,21,32,215,Bengaluru
1601,Female,41,134706,3,32,231,Hyderabad
1602,Male,53,137257,66,24,30,Chennai
1603,Female,49,134647,11,21,142,Bengaluru
1604,Male,63,20783,24,12,217,Kolkata
1605,Female,69,62666,50,20,336,Hyderabad
1606,Male,53,36798,88,37,146,Mumbai
1607,Female,45,94091,21,20,160,Hyderabad
1608,Male,31,96303,25,2,166,Chennai
1609,Female,53,21103,4,14,116,Chennai
1610,Male,23,74043,43,17,53,Hyderabad
1611,Male,26,90845,47,24,143,Bengaluru
1612,Female,38,53939,23,30,305,Hyderabad
1613,Female,29,79042,60,15,33,Chennai
1614,Male,47,94170,88,34,269,Chennai
1615,Female,48,124712,21,8,199,Delhi
1616,Male,57,32135,66,3,192,Bengaluru
1617,Male,21,139433,87,11,147,Delhi
1618,Male,48,81948,51,27,85,Kolkata
1619,Female,44,117580,15,9,56,Chennai
1620,Male,42,106481,58,15,293,Bengaluru
1621,Male,22,79756,26,32,58,Bengaluru
1622,Female,23,142860,90,11,9,Bengaluru
1623,Female,22,132014,92,3,132,Kolkata
1624,Female,68,59404,59,26,71,Hyderabad
1625,Female,44,22589,90,7,191,Hyderabad
1626,Male,25,95567,45,28,104,Chennai
1627,Male,26,29695,66,39,247,Kolkata
1628,Male,32,101063,35,4,319,Bengaluru
1629,Male,53,25722,96,30,61,Bengaluru
1630,Female,58,131706,94,38,264,Bengaluru
1631,Male,24,69874,64,14,90,Hyderabad
1632,Male,49,20841,84,36,283,Chennai
1633,Female,25,38731,77,31,45,Bengaluru
1634,Male,64,145101,27,19,270,Bengaluru
1635,Male,68,20645,87,12,362,Mumbai
1636,Male,32,52116,80,15,72,Kolkata
1637,Male,54,60983,31,9,52,Delhi
1638,Male,36,137960,12,27,181,Kolkata
1639,Male,56,49402,97,20,307,Kolkata
1640,Female,23,69158,45,28,130,Kolkata
1641,Female,36,117285,32,25,48,Hyderabad
1642,Male,45,56469,54,16,187,Mumbai
1643,Male,34,80576,66,18,323,Chennai
1644,Female,59,33908,87,36,80,Delhi
1645,Male,36,80269,32,4,137,Chennai
1646,Male,48,62231,15,21,103,Hyderabad
1647,Male,28,65221,55,27,2,Kolkata
1648,Female,32,32715,41,1,75,Chennai
1649,Male,27,145072,40,5,221,Bengaluru
1650,Female,60,58398,72,10,270,Bengaluru
1651,Male,40,134206,49,21,252,Kolkata
1652,Female,20,82372,86,10,315,Chennai
1653,Female,20,55324,38,26,303,Chennai
1654,Male,35,39338,56,16,164,Chennai
1655,Female,42,27387,34,38,33,Chennai
1656,Male,60,108708,1,3,359,Bengaluru
1657,Female,37,46175,10,20,191,Kolkata
1658,Male,46,50795,40,5,235,Mumbai
1659,Male,39,128162,16,6,18,Mumbai
1660,Female,67,147799,88,25,217,Chennai
1661,Male,32,131934,46,25,357,Chennai
1662,Male,56,143941,24,12,5,Delhi
1663,Female,27,57429,14,1,288,Chennai
1664,Male,38,83105,90,3,177,Mumbai
1665,Male,69,23801,39,21,73,Hyderabad
1666,Female,46,140321,18,5,270,Hyderabad
1667,Female,49,27413,84,15,320,Chennai
1668,Male,27,135851,41,4,32,Kolkata
1669,Male,30,130375,56,19,137,Chennai
1670,Female,64,37665,36,17,109,Hyderabad
1671,Female,40,96392,24,8,304,Delhi
1672,Male,67,116636,90,37,308,Mumbai
1673,Female,40,129391,29,24,109,Kolkata
1674,Male,48,28187,22,4,137,Chennai
1675,Male,21,84989,11,24,108,Chennai
1676,Male,69,45784,41,19,32,Delhi
1677,Male,66,69454,49,24,364,Mumbai
1678,Male,20,33805,11,21,138,Chennai
1679,Female,38,61715,52,17,93,Kolkata
1680,Female,19,73411,67,8,214,Mumbai
1681,Female,21,140451,85,31,69,Mumbai
1682,Female,18,62186,75,19,267,Kolkata
1683,Male,32,142868,8,11,186,Hyderabad
1684,Male,50,93111,31,23,284,Chennai
1685,Male,23,127729,74,37,344,Hyderabad
1686,Male,24,124282,6,28,162,Mumbai
1687,Female,36,132740,81,23,106,Chennai
1688,Male,61,48093,71,12,296,Bengaluru
1689,Male,18,94625,96,16,192,Bengaluru
1690,Female,56,114990,13,16,138,Delhi
1691,Female,36,42474,6,14,282,Kolkata
1692,Female,62,28154,67,7,43,Hyderabad
1693,Female,43,126487,27,21,233,Kolkata
1694,Male,61,42064,45,21,327,Mumbai
1695,Male,29,141199,26,35,112,Bengaluru
1696,Female,39,113422,4,24,335,Chennai
1697,Male,30,49398,37,1,62,Kolkata
1698,Male,45,121666,21,14,237,Kolkata
1699,Male,31,145299,28,20,195,Mumbai
1700,Female,39,63869,82,28,301,Kolkata
1701,Male,47,29646,32,18,189,Delhi
1702,Female,61,79671,53,3,218,Mumbai
1703,Male,37,79707,33,27,199,Delhi
1704,Male,61,136700,26,6,202,Mumbai
1705,Male,44,135788,17,4,350,Chennai
1706,Female,55,45391,56,1,47,Hyderabad
1707,Male,59,48822,93,21,255,Bengaluru
1708,Female,69,134059,84,35,323,Mumbai
1709,Female,58,57872,30,28,230,Mumbai
1710,Female,51,107535,5,18,285,Chennai
1711,Male,56,95048,6,35,191,Chennai
1712,Male,58,49340,62,21,25,Bengaluru
1713,Male,61,101605,10,16,110,Mumbai
1714,Male,54,134610,70,26,260,Chennai
1715,Female,18,134559,10,39,69,Hyderabad
1716,Female,32,24502,85,9,63,Delhi
1717,Female,49,145214,44,23,262,Delhi
1718,Male,25,117772,56,2,339,Chennai
1719,Female,50,68020,4,3,18,Bengaluru
1720,Male,35,109543,13,33,358,Chennai
1721,Female,62,40971,74,24,36,Chennai
1722,Male,46,78376,80,23,332,Delhi
1723,Male,49,26037,19,6,88,Chennai
1724,Female,50,70307,70,21,185,Bengaluru
1725,Female,22,127596,90,5,158,Delhi
1726,Female,35,47361,62,13,248,Kolkata
1727,Female,65,34466,9,13,295,Delhi
1728,Male,27,119300,46,19,290,Delhi
1729,Female,53,116119,56,9,58,Hyderabad
1730,Female,50,29627,74,3,212,Mumbai
1731,Female,40,41593,40,31,356,Chennai
1732,Male,57,71697,67,39,215,Hyderabad
1733,Male,22,105620,83,13,290,Chennai
1734,Female,51,43149,62,11,358,Bengaluru
1735,Male,41,123288,99,11,136,Kolkata
1736,Female,34,36737,46,1,299,Mumbai
1737,Male,48,87854,6,35,319,Chennai
1738,Male,24,132007,29,35,255,Chennai
1739,Male,34,65487,19,3,190,Mumbai
1740,Male,45,45314,15,4,350,Bengaluru
1741,Female,55,55287,57,24,111,Bengaluru
1742,Female,39,50451,38,30,276,Chennai
1743,Female,32,90963,21,32,180,Mumbai
1744,Male,54,57371,51,20,84,Delhi
1745,Female,32,44630,39,36,84,Delhi
1746,Female,67,71236,87,13,302,Kolkata
1747,Female,67,53667,20,39,343,Hyderabad
1748,Male,42,112214,2,4,62,Kolkata
1749,Male,38,45099,32,28,138,Mumbai
1750,Male,55,117170,92,7,133,Bengaluru
1751,Female,19,102382,4,9,352,Hyderabad
1752,Female,44,147672,7,22,146,Bengaluru
1753,Female,66,103421,3,4,317,Hyderabad
1754,Male,49,148748,25,36,319,Bengaluru
1755,Male,38,97604,9,33,89,Chennai
1756,Female,21,102635,87,6,255,Bengaluru
1757,Male,61,58098,87,3,209,Mumbai
1758,Male,36,47873,26,35,261,Hyderabad
1759,Male,19,43558,64,33,355,Delhi
1760,Male,43,80123,18,7,251,Chennai
1761,Female,51,50518,88,35,21,Kolkata
1762,Male,31,72763,91,3,100,Bengaluru
1763,Male,32,94716,2,18,275,Delhi
1764,Male,37,79172,1,3,151,Kolkata
1765,Male,51,102131,48,39,325,Kolkata
1766,Female,53,109276,80,27,161,Kolkata
1767,Female,36,113258,63,9,239,Hyderabad
1768,Male,26,135441,88,17,35,Chennai
1769,Male,24,133777,36,5,315,Kolkata
1770,Male,47,23750,63,4,42,Chennai
1771,Male,30,31881,75,14,127,Chennai
1772,Male,44,39606,26,29,218,Kolkata
1773,Male,61,36819,6,11,357,Delhi
1774,Female,52,112013,26,22,86,Kolkata
1775,Male,30,48755,93,5,203,Hyderabad
1776,Female,32,45811,43,12,49,Bengaluru
1777,Female,63,78122,1,21,297,Hyderabad
1778,Male,26,57697,9,15,333,Chennai
1779,Female,62,81196,27,24,206,Hyderabad
1780,Female,40,133100,71,13,105,Bengaluru
1781,Female,53,38344,3,32,49,Kolkata
1782,Female,57,40656,61,26,71,Kolkata
1783,Female,20,46382,73,26,84,Kolkata
1784,Female,51,51031,2,36,174,Hyderabad
1785,Male,36,91349,74,30,320,Kolkata
1786,Female,45,80574,81,9,252,Kolkata
1787,Female,40,87260,31,24,155,Kolkata
1788,Female,57,77529,65,38,290,Chennai
1789,Male,66,21494,18,18,214,Chennai
1790,Female,62,38363,6,9,191,Bengaluru
1791,Male,24,41812,42,22,358,Mumbai
1792,Female,58,40437,68,38,101,Hyderabad
1793,Male,29,126741,4,21,195,Chennai
1794,Male,31,116060,99,7,155,Kolkata
1795,Female,63,146927,4,12,7,Hyderabad
1796,Female,32,27160,65,36,123,Bengaluru
1797,Male,20,61343,41,11,279,Delhi
1798,Female,32,43593,43,3,127,Delhi
1799,Male,68,20284,95,27,216,Kolkata
1800,Male,41,68083,55,7,242,Kolkata
1801,Male,69,57851,19,2,164,Chennai
1802,Male,63,40378,21,10,314,Bengaluru
1803,Male,25,28491,58,3,11,Bengaluru
1804,Female,22,85500,30,17,263,Hyderabad
1805,Male,68,86436,7,1,322,Chennai
1806,Male,21,21459,69,34,287,Delhi
1807,Female,31,33680,64,13,46,Bengaluru
1808,Male,33,39305,2,14,326,Kolkata
1809,Female,37,55301,67,17,254,Bengaluru
1810,Female,41,52692,79,34,229,Delhi
1811,Female,23,59347,74,17,309,Hyderabad
1812,Male,48,37189,9,25,349,Hyderabad
1813,Male,23,27595,23,30,68,Hyderabad
1814,Male,52,104148,14,36,46,Hyderabad
1815,Female,32,84370,54,11,293,Chennai
1816,Male,46,21921,45,21,332,Hyderabad
1817,Female,20,123276,97,20,155,Hyderabad
1818,Male,28,147669,16,29,281,Chennai
1819,Female,20,22387,84,4,12,Bengaluru
1820,Male,45,96266,72,34,188,Mumbai
1821,Male,27,100366,98,17,17,Hyderabad
1822,Male,67,120300,95,12,128,Mumbai
1823,Female,50,24825,57,4,351,Kolkata
1824,Female,65,25282,8,14,119,Delhi
1825,Male,33,33869,25,4,9,Mumbai
1826,Male,27,137191,41,34,211,Delhi
1827,Female,50,35451,62,18,118,Mumbai
1828,Female,53,118408,77,13,29,Hyderabad
1829,Female,20,141550,18,10,117,Kolkata
1830,Male,22,126934,50,14,141,Mumbai
1831,Female,29,37905,41,9,303,Bengaluru
1832,Male,61,119655,34,20,234,Kolkata
1833,Female,30,22698,81,1,131,Mumbai
1834,Male,41,39996,12,29,164,Delhi
1835,Female,61,36892,80,17,185,Bengaluru
1836,Female,49,147226,77,8,259,Kolkata
1837,Female,33,68068,75,17,165,Mumbai
1838,Female,49,123614,78,21,20,Delhi
1839,Female,62,91726,42,25,330,Kolkata
1840,Male,54,98702,55,20,278,Delhi
1841,Female,53,135962,92,25,149,Hyderabad
1842,Female,38,49689,59,21,225,Delhi
1843,Female,64,121126,51,13,336,Kolkata
1844,Male,29,51604,88,13,100,Bengaluru
1845,Female,68,134751,53,30,13,Chennai
1846,Male,38,89457,81,13,251,Delhi
1847,Female,68,114527,9,7,8,Bengaluru
1848,Female,38,37243,94,12,159,Kolkata
1849,Male,60,63787,3,2,261,Chennai
1850,Female,23,54315,8,14,128,Mumbai
1851,Male,26,52035,82,17,172,Delhi
1852,Male,18,54844,59,13,307,Hyderabad
1853,Female,29,132266,30,1,356,Mumbai
1854,Male,31,36820,67,1,153,Hyderabad
1855,Female,23,108005,55,26,13,Bengaluru
1856,Female,18,66676,34,13,32,Bengaluru
1857,Male,39,121961,43,34,134,Kolkata
1858,Male,51,69914,28,9,49,Chennai
1859,Male,28,20735,37,19,267,Hyderabad
1860,Male,20,92750,89,23,71,Bengaluru
1861,Female,59,43968,30,28,143,Kolkata
1862,Female,23,64624,71,30,68,Hyderabad
1863,Male,23,122398,62,7,168,Bengaluru
1864,Female,37,75746,29,14,248,Hyderabad
1865,Female,38,90264,2,2,363,Kolkata
1866,Female,19,144458,90,12,104,Chennai
1867,Female,43,56497,57,2,214,Mumbai
1868,Male,48,27241,57,28,158,Delhi
1869,Male,43,102996,42,28,275,Bengaluru
1870,Female,49,96008,49,12,101,Kolkata
1871,Male,27,120134,57,30,114,Kolkata
1872,Male,40,128394,71,22,318,Kolkata
1873,Male,23,81639,18,18,166,Kolkata
1874,Female,40,37057,70,14,30,Kolkata
1875,Female,45,69700,27,25,32,Hyderabad
1876,Female,66,143816,54,10,339,Bengaluru
1877,Male,47,34432,24,36,116,Bengaluru
1878,Female,31,81488,97,9,101,Delhi
1879,Female,54,119199,95,11,87,Chennai
1880,Male,49,38953,34,27,12,Delhi
1881,Female,66,144967,22,13,265,Mumbai
1882,Female,51,102833,88,1,273,Mumbai
1883,Male,58,135864,63,39,361,Mumbai
1884,Male,61,125577,36,11,60,Mumbai
1885,Male,68,92232,92,3,260,Mumbai
1886,Female,39,49347,84,2,137,Hyderabad
1887,Female,48,41249,61,24,267,Bengaluru
1888,Female,24,73458,82,20,235,Hyderabad
1889,Male,58,105193,42,15,255,Hyderabad
1890,Male,38,108496,96,6,317,Delhi
1891,Female,33,133346,33,20,349,Delhi
1892,Female,37,67668,74,22,226,Hyderabad
1893,Male,60,130738,9,2,98,Mumbai
1894,Male,61,103442,25,15,277,Chennai
1895,Male,64,141113,13,34,25,Bengaluru
1896,Male,67,125781,47,31,62,Mumbai
1897,Female,36,22802,45,30,84,Delhi
1898,Male,65,121426,5,28,24,Hyderabad
1899,Female,49,131086,31,33,197,Kolkata
1900,Female,32,120760,31,21,66,Kolkata
1901,Female,22,38033,98,23,250,Delhi
1902,Male,28,55088,90,13,265,Bengaluru
1903,Male,32,129001,71,26,235,Hyderabad
1904,Male,46,37527,41,19,136,Chennai
1905,Male,67,31964,46,27,126,Hyderabad
1906,Female,62,61005,52,7,96,Delhi
1907,Male,21,105234,84,25,314,Mumbai
1908,Male,66,24406,86,36,327,Delhi
1909,Female,53,71761,5,7,38,Bengaluru
1910,Male,65,114538,12,20,148,Chennai
1911,Female,40,114218,21,24,47,Kolkata
1912,Female,32,82347,9,28,79,Bengaluru
1913,Female,63,93127,93,5,28,Bengaluru
1914,Female,61,23119,91,36,278,Mumbai
1915,Female,20,136088,17,31,232,Delhi
1916,Female,49,78935,24,33,113,Mumbai
1917,Female,27,142887,27,24,179,Mumbai
1918,Female,57,78327,8,10,280,Hyderabad
1919,Male,55,72749,44,38,226,Delhi
1920,Male,39,79094,62,5,73,Kolkata
1921,Male,31,107409,29,31,61,Hyderabad
1922,Male,34,121815,83,9,2,Kolkata
1923,Female,38,122132,74,32,89,Delhi
1924,Male,68,102485,24,5,4,Mumbai
1925,Female,65,27651,34,27,232,Chennai
1926,Male,32,46896,60,28,58,Hyderabad
1927,Male,32,117196,31,12,127,Delhi
1928,Male,18,127396,4,5,269,Hyderabad
1929,Female,41,30370,95,8,221,Delhi
1930,Male,29,64552,9,17,224,Hyderabad
1931,Female,27,121075,90,8,155,Chennai
1932,Female,63,26777,77,34,30,Delhi
1933,Male,59,20113,90,23,110,Chennai
1934,Male,59,20531,54,18,359,Kolkata
1935,Male,69,29714,1,10,252,Chennai
1936,Female,48,23410,61,39,318,Kolkata
1937,Male,28,94772,73,5,193,Chennai
1938,Female,33,140527,31,17,11,Hyderabad
1939,Female,26,44608,88,11,343,Bengaluru
1940,Male,64,28324,45,19,17,Mumbai
1941,Male,31,96695,60,21,155,Bengaluru
1942,Female,36,54494,86,3,117,Bengaluru
1943,Female,48,74222,73,1,229,Hyderabad
1944,Female,26,60985,87,24,291,Bengaluru
1945,Male,53,117643,84,36,187,Bengaluru
1946,Female,56,55416,42,6,161,Hyderabad
1947,Male,43,117371,85,10,55,Mumbai
1948,Female,25,65600,27,34,208,Mumbai
1949,Female,41,29453,58,24,331,Bengaluru
1950,Male,25,120369,69,23,52,Mumbai
1951,Female,36,47921,81,20,19,Hyderabad
1952,Male,64,86469,98,38,242,Chennai
1953,Male,65,116544,73,35,188,Delhi
1954,Female,47,86586,34,34,10,Hyderabad
1955,Male,39,45392,10,36,322,Mumbai
1956,Male,26,52177,66,16,7,Bengaluru
1957,Female,61,75182,25,23,90,Kolkata
1958,Male,65,147083,3,1,168,Mumbai
1959,Male,21,125420,34,9,198,Kolkata
1960,Male,54,139731,71,12,11,Bengaluru
1961,Female,25,78081,28,37,52,Delhi
1962,Male,18,108387,9,17,356,Chennai
1963,Female,45,31106,11,3,140,Chennai
1964,Female,23,72754,93,38,220,Hyderabad
1965,Male,64,26878,80,29,190,Delhi
1966,Male,53,20792,39,31,329,Hyderabad
1967,Male,28,31367,93,35,151,Kolkata
1968,Female,22,58731,13,38,296,Kolkata
1969,Male,67,29547,99,26,198,Delhi
1970,Male,41,119689,11,13,306,Delhi
1971,Male,64,48568,35,19,64,Chennai
1972,Male,35,147264,8,32,147,Delhi
1973,Male,37,82907,7,27,212,Delhi
1974,Female,45,70212,69,39,274,Mumbai
1975,Female,30,62331,70,13,97,Delhi
1976,Male,22,84379,57,34,93,Chennai
1977,Male,47,109843,35,19,329,Chennai
1978,Male,18,24138,94,19,300,Chennai
1979,Male,39,135837,11,3,314,Bengaluru
1980,Female,35,67112,38,3,62,Hyderabad
1981,Male,63,93229,91,26,91,Delhi
1982,Female,22,31394,85,6,309,Bengaluru
1983,Female,48,109412,78,13,359,Chennai
1984,Male,23,59095,49,38,61,Chennai
1985,Female,44,23353,35,27,306,Chennai
1986,Female,42,145822,29,24,54,Delhi
1987,Female,46,66132,88,10,298,Bengaluru
1988,Female,45,85064,41,16,187,Bengaluru
1989,Male,33,75121,96,23,264,Mumbai
1990,Male,29,35205,6,12,238,Hyderabad
1991,Female,37,24628,10,28,269,Chennai
1992,Male,35,72600,84,13,199,Kolkata
1993,Male,51,115526,84,18,335,Mumbai
1994,Male,40,58095,90,2,358,Delhi
1995,Male,62,113159,85,17,299,Mumbai
1996,Male,44,145590,23,23,248,Chennai
1997,Female,66,78844,46,23,256,Mumbai
1998,Male,34,67049,12,1,159,Chennai
1999,Male,65,41433,55,14,333,Mumbai
2000,Male,38,134756,13,12,295,Chennai
2001,Male,67,95594,74,14,94,Bengaluru
2002,Female,57,112060,7,38,183,Mumbai
2003,Female,48,32093,12,16,19,Bengaluru
2004,Female,20,138196,61,34,196,Hyderabad
2005,Female,34,36684,25,18,65,Hyderabad
2006,Male,67,114234,2,10,296,Hyderabad
2007,Female,43,134291,26,19,352,Mumbai
2008,Male,40,80321,51,30,204,Hyderabad
2009,Male,23,141485,69,4,76,Bengaluru
2010,Male,45,104520,62,7,212,Bengaluru
2011,Male,25,71305,72,16,245,Kolkata
2012,Male,62,82025,73,37,113,Kolkata
2013,Female,25,34907,39,5,30,Kolkata
2014,Female,36,74057,84,39,247,Hyderabad
2015,Female,55,32921,11,33,236,Hyderabad
2016,Female,46,105938,64,35,177,Delhi
2017,Male,40,66794,86,34,93,Delhi
2018,Female,64,88618,80,33,169,Mumbai
2019,Male,49,92610,42,39,86,Delhi
2020,Female,27,49330,10,10,109,Bengaluru
2021,Male,44,37623,89,3,305,Bengaluru
2022,Male,66,80277,19,29,157,Mumbai
2023,Female,18,128864,4,35,129,Mumbai
2024,Male,56,20459,83,31,287,Chennai
2025,Male,46,146908,3,39,283,Delhi
2026,Female,62,142670,81,15,291,Chennai
2027,Male,20,85037,14,1,8,Hyderabad
2028,Female,68,137314,10,19,40,Kolkata
2029,Female,64,72915,6,37,200,Kolkata
2030,Female,54,76172,31,27,134,Bengaluru
2031,Male,48,88337,31,21,143,Mumbai
2032,Male,28,48831,48,7,277,Hyderabad
2033,Male,39,36847,9,33,198,Chennai
2034,Female,35,20997,76,2,310,Hyderabad
2035,Male,52,42025,26,14,345,Hyderabad
2036,Female,23,117915,2,3,230,Mumbai
2037,Female,20,84784,4,14,91,Delhi
2038,Male,22,26384,96,5,106,Mumbai
2039,Female,26,98759,92,17,87,Mumbai
2040,Male,45,68067,6,39,275,Delhi
2041,Male,36,31198,30,1,92,Delhi
2042,Male,45,54446,55,28,256,Mumbai
2043,Male,44,119168,28,38,34,Delhi
2044,Male,30,29382,61,14,58,Bengaluru
2045,Female,55,44120,77,17,199,Hyderabad
2046,Female,60,55465,55,15,243,Hyderabad
2047,Female,38,46950,36,7,260,Chennai
2048,Male,44,143744,74,7,178,Mumbai
2049,Male,63,145456,74,24,21,Hyderabad
2050,Male,23,130411,5,26,60,Hyderabad
2051,Female,55,115504,29,14,171,Hyderabad
2052,Male,66,88462,12,19,45,Delhi
2053,Female,28,35735,22,26,42,Delhi
2054,Female,64,34223,59,16,177,Hyderabad
2055,Male,58,125846,39,34,196,Bengaluru
2056,Male,34,122733,2,2,3,Delhi
2057,Female,56,35362,14,1,295,Hyderabad
2058,Male,24,142098,10,36,48,Chennai
2059,Female,47,132235,48,35,149,Hyderabad
2060,Male,38,59986,64,24,230,Kolkata
2061,Male,18,43409,3,5,18,Kolkata
2062,Female,42,87933,72,29,243,Mumbai
2063,Male,49,136909,60,1,106,Hyderabad
2064,Female,25,99987,81,9,163,Mumbai
2065,Male,22,25814,68,36,32,Chennai
2066,Female,47,42888,21,16,122,Chennai
2067,Female,68,93058,94,15,103,Bengaluru
2068,Male,25,42169,19,10,186,Hyderabad
2069,Female,66,79126,79,37,223,Delhi
2070,Male,36,140907,20,16,350,Bengaluru
2071,Male,61,105918,58,38,46,Kolkata
2072,Male,47,137491,42,36,126,Bengaluru
2073,Female,32,148080,94,15,148,Mumbai
2074,Female,53,101124,10,3,360,Bengaluru
2075,Male,61,65127,23,19,26,Kolkata
2076,Male,44,35762,88,37,139,Kolkata
2077,Female,30,35577,12,3,194,Bengaluru
2078,Male,31,40931,9,8,359,Bengaluru
2079,Male,54,80302,79,24,216,Kolkata
2080,Female,65,95506,29,14,350,Mumbai
2081,Male,47,59278,82,35,37,Chennai
2082,Female,56,78169,20,16,215,Bengaluru
2083,Male,64,105581,65,7,175,Chennai
2084,Female,30,133309,3,35,114,Chennai
2085,Male,33,101455,8,8,303,Kolkata
